hazle	hazles,hazel
fren	frens,forrene,foreign,frenne,stranger
macrocephalus	medicine,macrocephaly,head
hi-hats	hats,hi,hi-hat
burn-in	component,assembly,supervised,service,burn,failure,heat soaking,system,exercise,burn-out,in,burn-in
vermiform	vermis,-form
ukusa	olwokusa,bokusa,obokusa,sokusa,abokusa,okusa,awokusa,daybreak,ekuseni,lwokusa,eyokusa,dawn,lokusa,ngukusa,wokusa,zokusa,ezokusa,elokusa,sa,esokusa,yokusa,okwokusa,owokusa,kusa,kwokusa
oxidiser	oxidise,-er
lifelessly	lifeless,-ly
berbere	በርበሬ,በርበረ
sequentia	dative case,vocative case,nominative case,succession,sequentiis,genitive case,accusative case,ablative case,sequentiae,sequence,sequentiarum,sequentias,sequentiam
ugle	ûle,uv,uggla,owl,ugla,uil
unchaste	chaste,un-
romaji	roma-ji,romanji,rōmaji
hasard	hasart,زهر
photochromic	photochromism,more,photochromically,photochromic reaction,most,photochromic glass,photochromic lens,polyphotochromic,photochromic complex,photochromic compound,biphotochromic,chemistry
dysfunctionality	dysfunction,δυσλειτουργικότητα,dysfunctional,dysfunctionalities
woolsack	wool,sack
spindleshanks	shanks,spindle
neuroprotection	protection,neuro-
volonté	voluntas,voulunté,volenté,voulonté,volunté,volonte
smocking	smock,-ing
kū	romaji,くう
triethylamine	organic chemistry,triethylamines,tertiary amine,industrial
athematic	thematic,a-
vocale	vocal,vocales
kwena	dikwena,crocodile
conniver	connive,-er
hasp	hæsp,hæpse,hespa,hasp,haspe,hespe
heliograph	-graph,helio-
glassfish	langaray,glassfishes,fish,łóóʼ bigháhootʼíní,transparent
jarabe	xarope,sharope,شراب
meros	anatomy,hind,segment,μηρός,limb,proximal,thigh
woodlot	woodlots,wood lot
improvisor	improvisors,improviser
rhythmicity	rhythmic,-ity
minier	miniers,minières,mining,mine,mineur,minière
lucano	lucana,lucani,lucane
haoma	𐬵𐬀𐬊𐬨𐬀,सोम
foolery	fool,-ery
altri	someone,else,altre,others
affluenza	influenza,affluence
snowmageddon	snow,armageddon
bridgework	bridge,-work
collagist	-ist,collage
axé	axée,axer,axées,axés
samna	samen,sammen
inimitably	inimitable,-ly
skunkworks	skunk,works
mouth-to-mouth	mouth-to-mouth resuscitation,kiss,дыхание изо рта в рот,to,mouth,bouche-à-bouche,искусственное дыхание рот-в-рот,suusta-suuhun,人工呼吸,στόμα-με-στόμα
chagan	khan,chagans
oubliette	oubliette,forget,oublier
weightiness	weighty,-ness
eclogite	-ite,ἐκλογή
varkaus	varas,-uus
replacer	-er,replace
camu	cardinal number,ten,billion
canniness	canny,-ness
rodder	rod,-er
peartree	pear tree,peartrees
ocellus	ocellus,oculus
mentholated	more,most,menthol
moena	bed,couch,mat
beachgoer	goer,beach
tetraethyl	tetra-,ethyl
bladderwort	bladder,wort
+19	20,nineteen,18
firebolt	fire,bolt
losartan	angiotensin,antagonist,receptor,antihypertensive
discreditable	discredited,low,mean,discredit
dindi	dinde,didindi,didinde
tierce	tierce,tertia,tertius
aspi	aspein,aspien,aspeitta,aspilta,aspiksi,aspitta,aspiin,aspeilla,hasp,aspeiksi,aspina,aspeista,aspeilta,aspin,aspeissa,aspia,aspista,aspeja,staple,aspille,aspeille,aspit,aspilla,aspeineen,aspeihin,aspeina,aspissa
d&rg	o,ƌ,s,ɗ,v,b,t,h,u,ḑ,l,ḍ,ᵭ,dž,ḓ,ǳ,a,m,r,₫,e,d̦,p,ď,n,y,z,ȡ,dz,ɖ,ｄ,x,ד,∂,ǆ,đ,ḏ,d,د,ᶁ,c,д,δ,i,ᴅ,g,q,ſ,ȸ,w,ð,k,f,j,ḋ,ᶑ
amateurishly	amateurish,-ly
armé	armatus,armé
cathine	-ine,khat
dicarboxylate	organic chemistry,dicarboxylates,dicarboxylic acid,ester,biological,glutamate,salt
resurvey	re-,survey
emberiza	emberizas,bunting
remanent	remanens,remaneo
min.	max.,mins.,minute,minimal,minimum
weanling	-ling,wean
waru	romaji,わる
mephistophelean	letter case,more,most
emblazon	blazon,en-,blason
promoción	promociones,promotion
videodiscs	disc,video,videodisc
basura	verro,basura
kerf	cyrf,kerf,kyrf,kirf
dashingly	dashing,-ly
ascendent	more,upward,most
cordelier	cordelières,cordelière,cordeliers
pecho	petto,pectus,pit,peto,piept,peito
pozuelo	bowl,pozuelos
canvasback	canvas,back
amess	amyss,amesses
esap	e-,-sap
inaudibly	inaudible,-ly
bonang	gamelan,music,bonangs,gong
exactingly	exacting,-ly
self-storage	storage,self-
damato	damati,damata,damare,damate
dehydrator	dehydrate,-or
noob	nub,n00b,newb
trym	chim,dick,minced oath
cluelessly	clueless,-ly
twin-cam	twincam,twin-cams,bialbero
kaliber	calibre,qua libra
hajib	hijab,حاجب,حجب,الحاجب
baksheesh	buxie,bachshish,bacshish,buxees,backshish,bucksheesh,bukshish,backsheesh,bakhshish,bakhshîsh,backsishe,bacsheese,buckshish
leffert	lef,afraid
celebreality	reality,celebrity
steinen	-en,steinin
llegaron	ellos,ellas,llegar,ustedes
lunkhead	lump,head
orison	oresoun,oration,oreison,oraisun,oratio
ikle	kle,i
slite	sleight,slyte,slight
hypocretin	hypocretins,hypocrétine,peptide,biochemistry,orexin,hormone
guruh	guruh,kuruh,hulu,kuru
strobus	dative case,strobos,vocative case,strobum,tree,strobo,nominative case,genitive case,accusative case,stroborum,ablative case,strobis,strobi,strobe
topia	mural,topiary,decoration
gringa	ultramar,abroad,gringo,em,estranja,exterior,estrangeiro,gringas,de,fora
somnambulant	sleepwalking,somnambulic,somnambulate,asleep,sonâmbulo,alvajáró,somnambulistic,sonâmbula,somnambulism,walking,somnambulist
urokinase	treatment,enzyme,plasmin,biochemistry,urine,deep vein thrombosis,urokinases,plasminogen
soku	そく,romaji
youthquake	quake,earthquake,youth
roadstone	road,stone
brusco	ruscum,brucus
specked	-ed,speck
simun	simoom,simuns
packrat	pack rat,pack-rat
elvi	-i,elv
gingery	ginger,-y
tamani	romaji,たまに
rivel	rivelen,riflian,rifja,-le,rive,rifelan
afilias	tú,afiliar
scheu	schuw,shy
skiwear	ski,-wear
suon	suno,metathesis
sharin	romaji,しゃりん
supercold	super-,cold
gruesomeness	gruesome,-ness
secuestro	sequester,sequestro
seira	𐍃𐌰𐌷𐍂𐌾𐌰,sahrja
burai	romaji,ぶらい
pelabuhan	labuh,pe- -an
anom	cardinal number,six
lollo	lelle,butterfly
institue	instituent,institues
imane	ela,você,imanar,ele,eu
carbono	carbone,carbo
rammel	refuse,matter
guly	gules,more,red,most
stammen	-en,stamme,stuttering,stammering
pignoli	pignoli,pinoli
proximamente	aproximadamente,mais ou menos,closely,de perto,nearly,approximately
brakewoman	-woman,brake
slaten	-en,slate
lukken	gelukken,geluc,geluk,lucken,gelucken
alevine	alevinent,alevines
oord	ort,oort
isobutane	iso-,isomer,n-butane,butane
bifacial	facial,bi-
light-year	light-years,light year
cogency	cogent,persuasive,cogencies,reasonable
lactam	cyclic,lactama,organic chemistry,lattame,lactone,amino acid,enol,nitrogen,amide,lactams,laktaami,alpha-lactam,beta-lactam,analog,tautomeric,lactame,lactim
threave	thrave,threaves
acetylsalicylic	acetyl,salicylic
bolometric	bolo-,-metric
quartal	music,fourth,digit,base,interval,harmony,mathematics
octosyllabic	syllabic,octo-
intellectuality	intellectual,-ity
saliency	-cy,salient
exobiology	biology,exo-
trimethyl	methyl,tri-
região	regio,regionis
feijoada	feijão,feijoada
bhante	sir,venerable
ecotype	type,eco-
untrammelled	trammelled,un-
food-borne	food,borne,foodborne
huike	huiken,present tense,subjunctive mood,singular
necrology	necro-,-logy
wakker	wacor,waker
zonaras	tu,zonar
reword	re-,word
counterplay	counter-,play
tabulator	tabulate,-or
piecrust	pie,crust
tetrachloroethylene	-ethylene,chloro-,tetra-
hould	hold,held,houlden,houlding,houlds
nom-de-plume	noms-de-plume,nom de plume
trichromatic	chromatic,tri-
wetware	wet,-ware
hypervalent	-valent,hyper-
chalumeau	caramel,calamus,calamellus,chalumeau,κάλαμος,shawm
reedbed	reed bed,reedbeds
alho	dale,alhot,alhoihin,alhosta,vale,alhoitta,notko,alhoksi,alhoilla,laakso,alhoa,alhojen,alhoiksi,alholla,alhoon,alhotta,alhona,alhoille,alhon,alhoilta,alhoina,alhoja,alhoista,alhoissa,alhoin,alholta,dell,alhoineen,alhossa,alholle
pyelonephritis	pyelo-,nephritis,renal pelvis
farmboy	farm,boy
microsomal	microsome,-al
highbush	bush,high
proximately	-ly,proximate
hotten	-en,hot
ryanodine	organic chemistry,insecticide,alkaloid,ryanodines
secrétaire	secretus,secretarius
septentrional	septentrionalis,septentriones
adj	adjs,adj.
aporia	ἀ-,ἄπορος,ἀπορία,a-,aporia,πόρος
industrialise	-ise,industrial
photoluminescence	luminescence,photo-
propellerhead	propeller head,propellerheads
personalisation	-ation,personalise
dayside	day,side
wantonness	wanton,-ness
derviş	درویش,dlgwš
razzia	غزية,razzia
helma	hõlm,helm
deindividuation	de-,individuation
brandade	brandar,brandada
heiji	romaji,へいじ
cosmographer	cosmo-,-grapher,κοσμογράφος,-er
dvornik	двор,дворник
preeminently	preeminent,-ly
corselet	corselette,corslet,corcelet
travell	travail,travel,travells
presumedly	-ly,presumed
caique	kaik,caïc,kaiki,kajik,kayik,caieque,caicco,caïque
hemionus	ἡμίονος,hemionus
quintino	litre,measure,jug,quintini
toroid	axis,surface,intersecting,mathematics,containing,rotating,malabagway,toroid,object,plane,shape,тороїд,toroidal,toroidi,toroids,ring,тороид,toroide,circle,curve,torus
brode	broddle,broded,brodes,broding
somatoform	-form,somato-
auditable	audit,-able
interorbital	orbital,inter-
liturgist	-ist,liturgy
exosphere	-sphere,exo-
astrodynamics	astro-,dynamics
foolscap	watermark,fool's cap
fanum	fanum,fane
zaru	romaji,ざる
maketh	-eth,make
dipl	diplomiekonomi,dipl.ekon.,dipl.ins.,dipl.kosm.,diplomi-insinööri,diplomikosmetologi,diplomi
petrification	pétrifier,-ation,pétrification
passive-aggressive	psychology,more,most,aggressive,obstructionist,passive,passive-aggressivist,passif-agressif,passive-aggression,passive-aggressively,пассивно-агрессивный,passive aggressor,passiivis-aggressiivinen,passive-aggressiveness
jack-of-all-trades	jack,jacks-of-all-trades,trade,of,all,jack of all trades,-
socio-economically	more,socioeconomically,most
seminiferous	-ferous,semen
vinery	vine,-ery
yane	romaji,やね
candleholder	holder,candle
open-plan	barrier,more,architecture,partition,plean oscailte,most,room,open,plan
sympodial	growth,apical,botany,lateral,meristem,specialized
aetas	aevum,-tas,syncope,aevitas
bicolano	bicolane,bicolani,bicolana
spirituel	spiritus,spiritualis
johto	juht,johtaa,-o
groundling	ground,grundling,-ling
lierne	architecture,ogival,liernes,rib,vault
blindman	blind,man
feiz	foys,foiz,feis
intraregional	regional,intra-
icefish	ice,fish
never-married	never,never-marrieds,married
adenylyltransferase	transferase,adenylyl
mechatronic	micromechatronic,electronic,electromechanical,mechatronics,mechanical
toku	とく,romaji
fiss	back-formation,fission
medulloblastoma	blastoma,medulla
curtilage	cortillage,curtillage,court,cortis,cortil
wastebin	waste,bin
treefrog	treefrogs,tree frog
maoli	banana,maolis
unmannered	mannered,un-
perceptiveness	perceptive,-ness
trousered	trouser,-ed
dugi	bone,spine,fish,madugi
perske	perskes,peach
traceried	-ed,tracery
escheator	escheat,-or
goldenseal	golden,seal
nord-sud	nord,sud
natterer	-er,natter
paray	pagay,pari,padi,pale
navarin	navet,navarin
hatting	hat,-ing
deadfall	fall,dead
market-garden	market,garraí margaidh,market-gardens,maraichage,huerto,garden,market gardening,vegetables,gairdín margaidh
side-line	sideline,side-lines,side,line
carretto	buggy,carretto siciliano,carretti,carretto a mano,cart
serlo	lo,ser
entrepreneurism	-ism,entrepreneur
equipage	equippage,equipper
muraille	-aille,muralia,mur
clocker	clock,-er
pseudoknot	pseudo-,knot
piar	piaba,piaran,piaras,covet,piei,piarán,piemos,piarades,chirp,piabas,piasen,piados,piarías,piastes,piaban,piara,piedes,piase,piares,pipilo,piamos,speak,píen,pías,piaremos,píes,piaredes,piadas,piarían,piaches,tarde piaches,piaren,piabades,piou,piariades,piada,piásedes,piarei,ask,piado,piásemos,piases,pía,píe,piaría,piabamos,piando,piará,piaramos,piariamos,piade,pían,piardes,piaron,piades,piarmos,pío,tweet,piarás
murina	murinalta,murinoiksi,snarl,murinoita,murinaksi,murinalle,murinoin,murinoitta,murinaa,murinana,murinoineen,murinoilla,murinalla,murinassa,murinain,murinoina,murinoihin,murinan,murinoitten,murinoissa,growl,murinoille,murinoista,murinatta,murinat,murista,murinoiden,murinaan,murinasta,murinoilta
conkers	horse-chestnut,conker
braven	-en,brave
strikebreaker	breaker,strike
shagbark	bark,shag
bleck	blecked,blacken,defile,blecking,blecks
pulsejet	pulse,jet
truckdriver	truck driver,truck-driver
melarsoprol	drug,sleeping sickness
pipestem	stem,pipe
thornbill	bill,thorn
midsouth	mid-,south
overbanked	more,bank,most
regrade	re-,grade
egen	own,private,eget,egne
geodesist	geodetics,geodesta,geodeta,geodesists,geodeet,геодезист,geodeetti,геодезистка
fiddy	fitty,fifty
pribumi	sociocultural,group,heritage,native
kemény	-ny,sovány
karpe	karpe,carpa,𐌺𐌰𐍂𐍀𐌰,karpa
subcaudal	caudal,sub-
debrum	hem,edging,binding,debruns
glidepath	glide path,glidepaths
peruna	päron,jordpäron,päärynä
meert	murd,marter
kaiba	romaji,かいば
boulevardier	boulevard,boulevardier,-ier
promisor	promisee,promiser,law,promisors,undertake
homebred	bred,home
neurogenetics	genetics,neuro-
tolos	los,tou
scut	slut,scamper,scuts,whore,skutr,lipa,tail,rump,vulva,hare,scutting,töpöhäntä,wipstaart,ļipa,erect,hussy,rabbit,pudenda
customshouse	customs,house
drably	drab,-ly
shinjō	しんじょう,romaji
pathshala	school,पाठशाला
salvadoreño	salvadoreño,salvadoreños,salvadoreña,salvadoreñas
cameleon	chameleon,cameleons
astrachan	astrachans,astrakhan
senioritis	-itis,senior
carretta	carrettiere,carrette,banger,cart
vehicule	él,yo,usted,vehicular,ella
rosarian	rosarius,-an,rosa
compu	computadora,compus
magnar	manducare,manduco,magnà,mangiare
azia	aziajn,terrestrial,azian,aziano,tera,aziaj
tailpole	tail,pole
sharn	shearn,scarn,shern
loudhailer	loud,hailer
nyy	νῦ,myy,ksii
delu	del,dilkr,tila,доить,det,denaff,θήσατο,femina
carsick	car,sick
bougon	bougonne,bougons,grumpy,bougonnes,sullen
gesticulate	gesticulus,gestum,gerere,gestus,gesticulari,gesticulatus
nagor	nagors,gazelle
transcendently	transcendent,-ly
moffa	boffa,mmoffa
gordijn	gardine,gordine,cortina,cortine
rinta	*strinða-,strind,rind
inteligente	inteligenta,-e
nutbrown	more,brown,most,nut
noticioso	noticiosas,noticiosa,noticiosos,newsworthy
totota	-ta,toto
culio	yo,culiar
supernaturalism	-ism,supernatural
monomyth	mono-,myth
contrapposto	contrapposto,contrapporre
ikiru	romaji,いきる
arsenopyrite	arseno-,pyrite
adoptionism	-ism,adoption
claystone	clay,stone
hexokinase	enzyme,biochemistry,hexocinasa,hexokinases,esochinasi,hexose,hexokinasa,phosphorylation,hexoquinasa
body-centered	face-centered,centre,centered,body,unit cell,raumzentriert,atom,vertex
beta-lactamase	beta-lactam,β-lactamase,-ase
faecalis	faex,-alis
intuitionist	-ist,intuition
solipsist	-ist,solipsism
ski-jump	ski jump,ski-jumps
presbyterate	-ate,presbyter
arcsecond	second,arc
ploidy	haploidy,polyploidy
amlodipine	anti-hypertensive,anlodipina,amlodipiini,calcium channel blocker,amlodipina,angina
steinn	steinur,stein,stien,steen,steinn,stone,ᛊᛏᚨᛁᚾᚨᛉ,sten
runcinated	runcination,mathematics
preclusion	praecludo,praeclusio
anatase	anatases,titanium dioxide,mineral,pigment
co-screenwriter	coscreenwriter,co-screenwriters
oxygenic	-ic,oxygen
short-period	long-period,orbital,shorter-period,short,period,astronomy,comet,-
keywork	key,work
saxitoxin	butter clam,toxin
lotor	lotoris,dative case,vocative case,lotori,lotore,lotoribus,lotorum,nominative case,genitive case,accusative case,ablative case,lotio,laundryman,lotorem,lotores
spottily	spotty,-ly
demurral	-al,demur
chole	chickpea,curry,spicy
unsatisfiable	un-,satisfiable
unreduced	reduced,un-
telecentre	tele-,centre
knee-jerk	kneejerk,knee jerk
copular	-ar,copula
moralis	mos,ἠθικός
caméra	chambre,camera obscura,camera
aiche	aichent,aiches
madhhab	madhab,madhhabs
cellulase	cellulose,-ase
sollee	muck,sollit,pollute,besmirch,besmear,lenition,assault,begrime,soil,eclipsis,tollee,contaminate,sollaghey,radical,grime,sully,hollee,defile,dirty,muddy,stain
pushforward	forward,push
cubital	-al,cubit
despond	de,spondeo,despondeo
rightwards	right,-wards
interventricular	inter-,ventricular
pawnbroking	panttilainaus,pledge,sell,pawnbroker,loan
moonglow	moon,glow
depolarize	polarize,de-
attributional	-al,attribution
xana	zână,zanë,dzãnã,giàna
tetraplegic	quadriplegic,tetraplegics
unassimilated	assimilated,un-
valvasor	valvasors,vavasor
modularization	modular,-ization
rioplatense	rioplatenses,rioplatense
coloniser	colonisers,colonizer
knifemaker	maker,knife
cretinous	-ous,cretin
kollo	stupid,kolloa,kolloilta,kollossa,kolloilla,kollot,kolloitta,kolloina,kollolle,kollon,kolloon,kollolla,kollosta,kolloissa,kolloin,kollotta,kollompi,kollolta,kolloine,kollojen,kollona,kolloksi,kolloiksi,kolloihin,kolloista,kolloja,kolloille
ninety-second	ninety-two,92,ordinal,92nd,number
splanchnic	splanchnicus,σπλάγχνα,-ικός,σπλαγχνικός
baryton	barydon,bariton
oïl	oil,langue d'oïl
irrationalism	-ism,irrational
suspensive	-ive,suspense
profinite	finite,pro-
radiopharmaceutical	pharmaceutical,radio-
premonitory	warning,varoittava
freshet	freschete,fres,fresche
pure-bred	purebred,pure-breds
granulite	geology,feldspar,metamorphic,rock,garnet,granulites,quartz
iaith	yeth,yezh,yask,ieith,icht,jocus,jehan
mastino	mastin,mansuetus
flambard	-ard,flamber
computerland	computer,-land
ravina	ravinât,ravinas
custodia	pyx,custodias
commandement	-ment,commander
shikar	شکار,शिकार
pin-point	pinpoint,pin-points
pheasantry	pheasant,-ry
marista	maristen,marisisin,mariset,marissee,present tense,marisematta,natkuttaa,marisi,marisko,mariskaa,mariskoon,marisisi,infinitive,maristava,marissen,mariseman,complain,maristessa,nurista,marissut,maristu,maristaan,maristiin,narista,natista,potential mood,marisisit,marisse,indicative mood,marisemalla,maristaessa,marisema,marisematon,kvetch,marisette,marisevat,marisemme,marisisimme,marisisitte,conditional mood,imperative mood,mariskoot,marisemaan,mariseminen,maristaisiin,marissevat,marise,maristakseen,maristaman,marisemassa,napista,marisset,maristaisi,marisitte,marisivat,past tense,bleat,marisimme,maristakoon,participle,mariseva,marisee,marisseet,marisin,marisen,kitistä,marisisivat,maristako,maristaneen,maristane,marisemista,mariskaamme,marisit,marisemasta,marisemaisillaan,marissemme,marissette
medjidie	glorious,مجيد
psychogeography	psycho-,geography
stradale	traffic,road,stradali
hygienically	hygienic,-ally
gouty	gout,-y
luminaria	fire,vigil,lantern,makeshift,luminarias
asthenia	ἀ-,σθένος,ἀσθενής,ἀσθένεια
vạn	man,muôn,萬
meyn	dative case,neuter,nominative case,meynes,meynem,genitive case,accusative case,masculine,meyne,mein,meynen,plural,feminine,meyner
cross-validation	validation,cross-
talo	dállu,talu,talas
shamanist	-ist,shaman
blaffer	-er,blaffen
negativa	negative,no,negatives
kliman	dative case,vocative case,criminal,klimanu,nominative case,klimane,klimanus,kliman,accusative case,genitive case,klimani,predicative case,o,klimanis,klimanas,klimanes,klimans,klimana
canalis	κάννα,canna
pancrace	παγκράτιον,pancratium
showiness	showy,-ness
nà	靹,衲,妠,魶,纳,娏,袦,呐,鈉,貀,軜,钠,訥,絮,豽,呇,捺,箬,納,笝,肭,兤,讨,那,娜,病,蒳,吳
tensai	romaji,てんさい
echoey	echo,-y
muma	romaji,むま
haunter	-er,haunt
stagedoor	door,stage
halfpennies	half pennys,half-penies
pistolero	pistoleri,pistola,gunman
haemolytic	haemo-,-lytic
terabit	bit,tera-
imagi	imaginer,imagine,immaginare
legibly	legible,-ly
conscienceless	conscience,-less
follow-through	follow-throughs,completion,ball,follow through,through,delivery,follow,stroke,continuance,project
riepe	subjunctive mood,roepen,past tense,singular
ringneck	ring,neck
paru	water,tuna,river
hypermart	hyper-,mart
testo	textbook,music,testi,size,parole,type,literature,wording,text,work,point,large,lyrics,baking tray,standardize
pocher	pochier,poche
innerwear	-wear,inner
buceo	buceos,diving,dive
pantothenate	pantothenic,-ate
quarterpipe	quarterpipes,quarter-pipe
klavier	klavier,clavier
subproject	sub-,project
plain-clothes	plainclothes,clothes,plain clothes,plain,-
cripplingly	-ly,crippling
lemo	lemma,λῆμμα
sunitinib	oral,treatment,sunitinibmalaat,receptor tyrosine kinase,stromal,renal cell,carcinoma,tumour,small-molecule,gastrointestinal,resistant,imatinib
kbd	barrel,computing,thousand,keyboard,day,kbds,per
frame-up	frame,frame-ups,frameup,up
meniere	manere,menieres
tonsillar	tonsil,-ar
dialyzer	dialyze,-er
salticid	jumping spider,salticids
platja	praia,playa,plaga,plage,spiaggia,plaja
grece	greis,gre,gree,grez
dizzily	-ly,dizzy
myalgic	-ic,myalgia
payables	debt,payable,liability,business,owed
thunderstone	thunder,stone
cownose	nose,cow
freakbeat	freak,beat
sevis	self,sevi,of
ruine	ruin,ruines
wone	wonen,wones,inwone,wean,wohnen,live,woned,morada,wonne,wont,проживать,жить,morar,stay,woning,reside,won,жилище,wunian,dwelling
l&b	ﬄ,o,s,ľ,v,b,t,h,u,ʟ,ɫ,ɭ,a,m,r,e,p,n,y,ĺ,z,x,ḷ,ƚ,ḹ,ᶅ,d,℔,ỻ,ɬ,c,i,ł,ḻ,ḽ,g,q,ļ,ſ,w,lj,k,f,ﬂ,ǉ,ŀ,ｌ,ⱡ,j,ȴ
lide	led,líða,suffer,kunne lide,lider,lidt,liden,lid,lide på
disconnectedness	disconnected,-ness
complaisant	complaire,placeo,com-,complaceo,complaisant,complacere
moonflower	flower,moon
damot	anatomy,arm,hand
pushiness	pushy,-ness
slovenliness	slovenly,-ness
munchie	hAite,na,anglicisation,munch,muintir,-ie
suar	susar,suer,sudar,suar,sudo,sudare
unstoppably	unstoppable,-ly
preheater	-er,preheat
keiyō	けいよう,romaji
facia	fascia,facias
mandora	mandoras,music,galizona,gallichone,gallichon,string instrument,mandorist,calichon,colascione
noreste	nordeste,northeast,-
topweight	top,weight
abased	-ed,abase
semipublic	public,semi-
lucidus	luceo,-idus
moneybox	money box,moneyboxes
teleomorph	-morph,teleo-
का	क्या,किम्
poing	pugnus,poing
statured	stature,-ed
hatemonger	hate,monger
midgate	mid-,gate
arzobispo	ἐπίσκοπος,ἀρχι-,arçobispo,ἀρχιεπίσκοπος,archiepiscopus
untrustworthiness	untrustworthy,-ness
gorgeousness	gorgeous,-ness
patwari	official,till,patwaris,agricultural,ownership
watchfully	watchful,-ly
glady	glade,-y
jumpiness	jumpy,-ness
interesante	epicene,interesting,interesantes
deliverability	deliver,-ability
enfoque	foco,enfoques,focus
atout	tout,à
bahagia	bahagia,भाग्य
contactable	contact,-able
antigambling	gambling,anti-
niggly	niggle,-y
para-nordic	para nordic,para Nordic,paranordic,para-Nordic
logjammed	more,most,delay,logjam,impede
echelle	échelle,scale
self-pollination	self-,pollination
francium	-ium,francium
eutherian	θηρίον,εὖ
futurology	future,-ology
revolute	edge,revolutus,aischasta,revoluting,revolvo,roll,revoluto,curve,revoluted,botany,abaxial,recurve,revolutes
involucre	involucru,総苞,inflorescence,involucro,involucres,botany,invólucro,bract
connate	connatus,cognate
asafoetida	asafetida,assafoetida,assa-fœtida
herse	portcullis,harrow,gateway,funeral,herses,ceremony,impede,hearse,gate
reductant	reducing agent,reductants,chemistry
positivistic	-ic,positivist
indigence	indigentem,indigence,affluence,egere,indigentia,-ence,indu,indigere
fourteener	fourteen,-er
oncolytic	onco-,-lytic
bioassay	bio-,assay
defocus	focus,de-
gramática	grammar,-
unsaturation	saturation,un-
joypad	pad,joystick
re-engage	reëngage,reengage
greaseball	ball,grease
tungstate	-ate,tungstic
greenwash	green,whitewash
firedrake	firdrake,fire,drake,fyrdraca
three-wheel	three-wheeled,three,four-wheel,three-wheeler,wheel,trehjuls,3-wheeled,3-wheel
myrtillus	μύρτος,myrtus,-illus
unintimidating	intimidating,un-
soldano	sultano,soldani
hydrometeorology	meteorology,hydro-
freebooter	buit,filibuster,vrij,booty,-er,vrijbuiter,free
redcap	red-cap,red cap
prehistorian	prehistorians,prehistoriador,prehistory,jirujenavan,hirujenavan,rujenavan
isobar	ἴσος,βάρος
megacorporation	mega-,corporation
pharmacophore	pharmaco-,-phore
unfitted	more,fit,most,suited,tailored,cut,customized
slivovitz	šljiva,šljivovica,шљива,шљивовица
apocalypticism	-ism,apocalyptic
hypercapnia	-capnia,hyper-
streng	strengeste,strict,stern,tight,stregti,severe,rigorous,strengere,streccian,strengest,stiff,stringent,hard,strong,strengt,strenge,strangr,austere
transcutaneous	trans-,cutaneous
nonradioactive	radioactive,non-
monogamist	wedder,monogamists,monogamy
testability	-ability,test
overcompensation	compensation,over-
disfunction	function,dis-
chetti	chettis,chetty
loose-leaf	tea,book,leaf,plant,loose
erodible	erode,-ible
comprehensibility	clarity,srozumitelnost,comprensibilidad,anlaşılabilirlik,mahukitanga,comprehensible,comprehensibilities,comprehensibilitate,anlaşılırlık
pyrolytic	lytic,pyro-
diathesis	διατίθημι,diathesis,διάθεσις
ravenstone	raven stone,raven-stone
magneton	-on,magnet
self-satisfied	satisfied,self-
discontinuously	discontinuous,-ly
patency	-cy,patent
saraste	tu,sarar
mendo	mendoj,mendojn,order,mendon
paleness	pale,-ness
desnuda	desnuda,desnudo
microstructural	micro-,structural
vocationally	vocational,-ly
polytheist	theist,poly-
ex-pat	expat,ex-pats
satinwood	satin,wood
fibro	material,building,cement,fibromyalgia,fibre
calorically	caloric,-ally
vitéz	витез,víkingr,vitez
aulic	aulics,degree,architecture,more,most,royal,university,aula,ceremony,αὐλή,aulicus,palace,court,aulic titulature,solemn,aulic council,courtly
autobiographer	biographer,auto-
contemporaneity	cotemporality,contemporaneousness,contemporaneous
politeia	police,πολιτεία,policy
hydroponically	hydroponic,-ally
piked	more,knees,most,pike,hip,bent,peaked,point,pointed,dive
overabundant	abundant,overaboundaunt,over-
monopolar	polar,mono-
netspeak	net,-speak
toph	tufa,tofus,tophus
sociologie	sociology,sociologický,sociolog,socioložka
ravish	ravir,rapere
abjection	abjectus,abjection-,abiectio,abjeccioun,abjection,abject
aquacade	aqua,cavalcade
undercity	city,under-
ketene	organic chemistry,colourless,parent compound,ketone,unsaturated,reactive,ketenes,gas,queteno,unstable,acid anhydride,class,general formula
główny	-ny,głowa
kamon	romaji,かもん
badinage	badinage,badiner,badar,badin,abash
arteriole	anatomy,capillary,arterieto,arterioles,tepénka,arteriolar,arteriola,артериола,artériole,capillary artery,arteríola,artery
prik	pricken,pricke
fall-back	fallback,fall-backs
confort	confortare,conforter,con-,fortis,conforto
bemusedly	bemused,-ly
centreboard	centerboard,center-board,centre board,center board,centre-board
spirometry	keuhkojen toimintakoe,spirometrie,spirometer,spirometri,measurement,spirometries,medicine,lungs,spirometria,spiriméadracht,spirometric,volume,ergospirometry,microspirometry,peak flow meter
kakawin	literature,kakawins,narrative,poem,rhythm,meter
arval	arvell,arvall,arvel,arfal,arvill,averill,arvil
disposability	dispose,-ability
exora	exoras,exorât
syse	customary,syce,sysse,size,cyse,verdict,assize,cise,assise,syses,traditional,law,practice,predetermined,seyse,distance,amount,sise,ruling,court,conclusion
